Gene	SG1	SG2	SG3
AT2G36680	54.84848485	27.27272727	17.87878788
AT2G36720	39.25501433	32.09169054	28.65329513
AT2G36800	40.76572778	28.30156856	30.93270366
AT2G36810	32.91925466	33.54037267	33.54037267
AT2G36830	27.76577355	44.76375684	27.47046961
AT2G36835	25.46938776	34.04081633	40.48979592
AT2G36840	26.95035461	61.93853428	11.11111111
AT2G36850	35.48387097	25.40322581	39.11290323
AT2G36885	19.40298507	12.23880597	68.35820896
AT2G36890	47.36842105	36.84210526	15.78947368
AT2G36895	39.24302789	22.11155378	38.64541833
AT2G36900	42.57703081	29.69187675	27.73109244
AT2G36910	54.76190476	16.32653061	28.91156463
AT2G36930	61.78343949	36.4118896	1.804670913
AT2G36950	32.12209302	31.39534884	36.48255814
AT2G36960	28.61736334	39.87138264	31.51125402
AT2G36970	25.0929368	23.97769517	50.92936803
AT2G36990	45.8857696	35.43078412	18.68344627
AT2G37025	16.94915254	33.89830508	49.15254237
AT2G37030	42.42424242	41.91919192	15.65656566
AT2G37035	36.58536585	28.65853659	34.75609756
AT2G37040	36.66260658	52.00974421	11.32764921
AT2G37050	14.35185185	58.7962963	26.85185185
AT2G37060	33.23529412	43.23529412	23.52941176
AT2G37070	18.07692308	61.92307692	20
AT2G37080	47.2392638	39.87730061	12.88343558
AT2G37110	45.70391287	21.90399355	32.39209359
AT2G37120	52.95404814	29.5404814	17.50547046
AT2G37130	23.12272577	46.24545154	30.63182269
AT2G37150	61.63328197	17.10323575	21.26348228
AT2G37160	26.92307692	29.48717949	43.58974359
AT2G37170	30.55742109	44.34184016	25.10073875
AT2G37180	12.35343384	61.72529313	25.92127303
AT2G37190	33.58458961	32.99832496	33.41708543
AT2G37200	41.42857143	34.64285714	23.92857143
AT2G37220	24.56545147	43.54714659	31.88740194
AT2G37230	44.61538462	33.07692308	22.30769231
AT2G37240	27.74346793	51.54394299	20.71258907
AT2G37250	18.29573935	46.11528822	35.58897243
AT2G37270	11.67630058	10.98265896	77.34104046
AT2G37330	8.823529412	36.47058824	54.70588235
AT2G37340	16.4254248	51.22718691	32.34738829
AT2G37400	15.2917505	65.19114688	19.51710262
AT2G37410	7.841031149	37.46867168	54.69029717
AT2G37460	22.95081967	47.54098361	29.50819672
AT2G37480	55.1896501	24.40458689	20.40576301
AT2G37500	51.47058824	29.41176471	19.11764706
AT2G37520	30.03003003	38.73873874	31.23123123
AT2G37550	44.80519481	34.41558442	20.77922078
AT2G37570	29.94350282	25.42372881	44.63276836
AT2G37580	25	24.375	50.625
AT2G37585	43.45549738	32.98429319	23.56020942
AT2G37590	61.37566138	28.57142857	10.05291005
AT2G37600	37.70718232	26.93370166	35.35911602
AT2G37620	76.6700925	2.055498458	21.27440904
AT2G37630	21.05978261	39.40217391	39.53804348
AT2G37640	25.3164557	62.02531646	12.65822785
AT2G37650	29.76190476	44.04761905	26.19047619
AT2G37660	42.94320138	41.7383821	15.31841652
AT2G37678	28.68020305	40.60913706	30.7106599
AT2G37680	10.81081081	33.33333333	55.85585586
AT2G37690	25.33333333	29.33333333	45.33333333
AT2G37710	25.58635394	35.18123667	39.23240938
AT2G37750	24.48690729	43.38287332	32.13021939
AT2G37760	75.55910543	2.476038339	21.96485623
AT2G37840	29.88047809	31.47410359	38.64541833
AT2G37890	24.21052632	31.57894737	44.21052632
AT2G37920	5.460149714	80.77939234	13.76045795
AT2G37930	28.80434783	57.06521739	14.13043478
AT2G37940	33.80503145	38.36477987	27.83018868
AT2G37970	27.07632371	35.34620152	37.57747477
AT2G37990	46.15384615	34.1025641	19.74358974
AT2G38000	27.73109244	23.80952381	48.45938375
AT2G38010	33.91304348	41.73913043	24.34782609
AT2G38020	31.81818182	35.1010101	33.08080808
AT2G38025	34.85148515	44.95049505	20.1980198
AT2G38040	30.16714227	31.63473298	38.19812475
AT2G38050	5.415162455	76.35379061	18.23104693
AT2G38070	74.3902439	9.756097561	15.85365854
AT2G38090	31.81818182	31.31313131	36.86868687
AT2G38110	41.25	23.21428571	35.53571429
AT2G38120	21.88488299	50.34788109	27.76723593
AT2G38130	35.26785714	27.23214286	37.5
AT2G38140	51.52770585	10.77162092	37.70067323
AT2G38170	37.66632549	19.44728762	42.8863869
AT2G38180	23.83419689	44.55958549	31.60621762
AT2G38230	6.922525108	45.80344333	47.27403156
AT2G38250	29.65517241	47.5862069	22.75862069
AT2G38270	36.49068323	49.30124224	14.20807453
AT2G38280	20.55214724	47.85276074	31.59509202
AT2G38290	24.27184466	45.14563107	30.58252427
AT2G38300	26.95924765	43.57366771	29.46708464
AT2G38330	29.80295567	27.5862069	42.61083744
AT2G38360	30.53097345	30.30973451	39.15929204
AT2G38400	16.9893514	48.01548887	34.99515973
AT2G38410	38.81578947	27.63157895	33.55263158
AT2G38440	36.04395604	20	43.95604396
AT2G38450	49.63768116	24.63768116	25.72463768
AT2G38465	48.38709677	12.14421252	39.4686907
AT2G38470	32.28980322	29.87477639	37.83542039
AT2G38500	27.5147929	59.46745562	13.01775148
AT2G38530	19.53994249	22.02358628	58.43647123
AT2G38540	41.94756554	40.4494382	17.60299625
AT2G38550	24.66124661	40.10840108	35.2303523
AT2G38560	40.54621849	27.5210084	31.93277311
AT2G38600	38.29787234	30.85106383	30.85106383
AT2G38610	44.22310757	24.30278884	31.47410359
AT2G38630	26.09400324	37.6012966	36.30470016
AT2G38640	26.35135135	29.72972973	43.91891892
AT2G38650	32.73273273	38.13813814	29.12912913
AT2G38660	42.65402844	36.492891	20.85308057
AT2G38670	23.54570637	40.16620499	36.28808864
AT2G38700	46.11111111	18.05555556	35.83333333
AT2G38760	41.47727273	19.31818182	39.20454545
AT2G38770	40.52631579	33.15789474	26.31578947
AT2G38780	30.04115226	40.32921811	29.62962963
AT2G38790	37.35632184	18.10344828	44.54022989
AT2G38800	44.68267581	33.87650086	21.44082333
AT2G38840	36.36363636	31.81818182	31.81818182
AT2G38870	7.53655793	39.37007874	53.09336333
AT2G38880	39.3442623	39.3442623	21.31147541
AT2G38940	38.70967742	19.47004608	41.8202765
AT2G38950	36.05442177	49.65986395	14.28571429
AT2G38960	31.06796117	43.2038835	25.72815534
AT2G38970	19.55307263	46.36871508	34.07821229
AT2G39000	27.4522293	28.21656051	44.33121019
AT2G39010	40.49126638	18.0349345	41.47379913
AT2G39050	51.12781955	26.91729323	21.95488722
AT2G39080	34.59459459	31.35135135	34.05405405
AT2G39090	29.62962963	29.62962963	40.74074074
AT2G39110	21.7721519	35.44303797	42.78481013
AT2G39120	36.66666667	30	33.33333333
AT2G39130	18.24817518	34.30656934	47.44525547
AT2G39140	36.36363636	12.84271284	50.79365079
AT2G39170	9.579563598	67.85524215	22.56519425
AT2G39190	17.84172662	35.39568345	46.76258993
AT2G39200	16.86746988	27.71084337	55.42168675
AT2G39210	39.1025641	27.88461538	33.01282051
AT2G39220	24.29577465	30.63380282	45.07042254
AT2G39250	38.97364771	38.14147018	22.88488211
AT2G39260	19.88304094	57.60233918	22.51461988
AT2G39270	20	31.5	48.5
AT2G39290	33.74233129	48.46625767	17.79141104
AT2G39390	31.57894737	28.70813397	39.71291866
AT2G39435	30.37037037	41.48148148	28.14814815
AT2G39445	31.49606299	62.79527559	5.708661417
AT2G39450	17.21611722	29.52380952	53.26007326
AT2G39470	38.14984709	53.66972477	8.180428135
AT2G39480	30.90909091	35	34.09090909
AT2G39510	36.66666667	20	43.33333333
AT2G39550	52.40963855	15.6626506	31.92771084
AT2G39570	29.06841902	53.03440278	17.8971782
AT2G39580	30.02159827	28.2937365	41.68466523
AT2G39630	25.3968254	30.15873016	44.44444444
AT2G39650	41.40969163	37.00440529	21.58590308
AT2G39660	34.21052632	43.60902256	22.18045113
AT2G39705	47.07740916	16.11374408	36.80884676
AT2G39720	25.16016308	32.20733838	42.63249854
AT2G39730	34.29763643	33.21832471	32.48403887
AT2G39740	39.70588235	42.94117647	17.35294118
AT2G39750	11.41141141	55.25525526	33.33333333
AT2G39760	33.92857143	32.85714286	33.21428571
AT2G39770	50.49850449	17.29810568	32.20338983
AT2G39780	32.45967742	32.66129032	34.87903226
AT2G39795	16.30434783	46.73913043	36.95652174
AT2G39800	33.37484433	42.21668742	24.40846824
AT2G39805	23.7654321	29.9382716	46.2962963
AT2G39810	23.78640777	49.02912621	27.18446602
AT2G39840	36.09467456	30.37475345	33.53057199
AT2G39870	45.94594595	33.15315315	20.9009009
AT2G39890	33.46938776	31.42857143	35.10204082
AT2G39920	44.32013769	29.17383821	26.5060241
AT2G39930	16.54135338	24.43609023	59.02255639
AT2G39940	33.00653595	26.68845316	40.30501089
AT2G39950	22.66462481	27.76927004	49.56610516
AT2G39960	45.09803922	31.93277311	22.96918768
AT2G39970	49.86719788	19.72111554	30.41168659
AT2G39980	35.64064801	20.91310751	43.44624448
AT2G39990	36.21262458	37.3200443	26.46733112
AT2G40000	43.95262768	24.87786825	31.16950407
AT2G40030	38.98305085	25.42372881	35.59322034
AT2G40060	38.42412451	16.97470817	44.60116732
AT2G40070	31.55737705	40.57377049	27.86885246
AT2G40095	32.87671233	23.74429224	43.37899543
AT2G40100	18.02604524	32.55654558	49.41740918
AT2G40110	37.30964467	28.17258883	34.5177665
AT2G40120	19.23076923	51.28205128	29.48717949
AT2G40130	29.47368421	11.57894737	58.94736842
AT2G40140	32.51567185	26.57399836	40.91032979
AT2G40190	62.66666667	4.266666667	33.06666667
AT2G40200	56.07985481	11.79673321	32.12341198
AT2G40230	13.77410468	36.91460055	49.31129477
AT2G40260	25.09225092	39.11439114	35.79335793
AT2G40270	35.12396694	58.26446281	6.611570248
AT2G40290	30.20257827	29.28176796	40.51565378
AT2G40300	58.01971326	20.16129032	21.81899642
AT2G40316	34.75177305	44.68085106	20.56737589
AT2G40360	24.95867769	41.65289256	33.38842975
AT2G40380	26.25570776	46.80365297	26.94063927
AT2G40390	32.79220779	27.5974026	39.61038961
AT2G40400	31.18994826	34.88543976	33.92461197
AT2G40410	38.17204301	32.79569892	29.03225806
AT2G40420	18.58638743	55.23560209	26.17801047
AT2G40430	15.75052854	7.875264271	76.37420719
AT2G40460	28.54251012	55.26315789	16.19433198
AT2G40475	48.82744137	27.26636332	23.90619531
AT2G40480	23.04609218	50.1002004	26.85370741
AT2G40490	40.027894	35.28591353	24.68619247
AT2G40510	33.51614869	37.41620963	29.06764168
AT2G40520	20	56.60377358	23.39622642
AT2G40540	47.31332868	22.12142359	30.56524773
AT2G40570	26.12612613	52.25225225	21.62162162
AT2G40610	33.71488033	52.65348595	13.63163371
AT2G40620	54.06360424	33.56890459	12.36749117
AT2G40630	28.64321608	44.72361809	26.63316583
AT2G40640	43.50649351	25.32467532	31.16883117
AT2G40650	42.15938303	39.84575835	17.99485861
AT2G40660	21.59624413	52.11267606	26.29107981
AT2G40690	40.90909091	26.36363636	32.72727273
AT2G40700	16.10738255	53.69127517	30.20134228
AT2G40730	30.88685015	39.75535168	29.35779817
AT2G40760	44.66019417	23.30097087	32.03883495
AT2G40770	30.20833333	41.66666667	28.125
AT2G40800	31.1827957	33.87096774	34.94623656
AT2G40810	27.52293578	48.16513761	24.31192661
AT2G40820	39.64497041	40.82840237	19.52662722
AT2G40830	37.1001032	33.38493292	29.51496388
AT2G40860	19.74522293	35.03184713	45.22292994
AT2G40880	76.40807651	3.40063762	20.19128587
AT2G40900	17.95977011	56.03448276	26.00574713
AT2G40930	22.46376812	33.69565217	43.84057971
AT2G40935	22.28571429	44.85714286	32.85714286
AT2G40940	52.60869565	21.73913043	25.65217391
AT2G40950	37.58389262	30.70469799	31.7114094
AT2G40960	54.00355872	26.77935943	19.21708185
AT2G40970	16.39676113	39.27125506	44.33198381
AT2G40980	30.472103	36.4806867	33.0472103
AT2G41000	42.05020921	26.56903766	31.38075314
AT2G41010	32.08955224	27.23880597	40.67164179
AT2G41020	33.33333333	36.36363636	30.3030303
AT2G41050	30.81081081	36.75675676	32.43243243
AT2G41060	47.66214178	14.78129713	37.55656109
AT2G41110	13.69754553	37.29216152	49.01029295
AT2G41130	36.79245283	34.90566038	28.30188679
AT2G41140	36.75595238	28.42261905	34.82142857
AT2G41160	22.89156627	32.8313253	44.27710843
AT2G41170	54.60750853	12.62798635	32.76450512
AT2G41180	18.45342707	56.06326889	25.48330404
AT2G41190	33.63636364	24.64646465	41.71717172
AT2G41200	21.78649237	32.89760349	45.31590414
AT2G41220	15.51724138	36.63793103	47.84482759
AT2G41250	34.34782609	20.32608696	45.32608696
AT2G41290	22.07792208	31.16883117	46.75324675
AT2G41330	23.64864865	31.08108108	45.27027027
AT2G41350	28.96551724	9.655172414	61.37931034
AT2G41370	27.38095238	36.9047619	35.71428571
AT2G41380	7.189542484	24.18300654	68.62745098
AT2G41410	40.13470075	34.57829481	25.28700444
AT2G41430	24.62523938	27.82803936	47.54672126
AT2G41460	32.09876543	29.62962963	38.27160494
AT2G41475	27.57955641	52.45901639	19.96142719
AT2G41480	47.70318021	30.74204947	21.55477032
AT2G41490	31.1023622	45.66929134	23.22834646
AT2G41500	46.78571429	19.64285714	33.57142857
AT2G41520	35.6097561	21.95121951	42.43902439
AT2G41530	25.07002801	59.59383754	15.33613445
AT2G41540	46.3250735	37.00125997	16.67366653
AT2G41620	15.46391753	37.11340206	47.42268041
AT2G41630	14.67391304	53.26086957	32.06521739
AT2G41640	16.73151751	14.59143969	68.6770428
AT2G41680	25.49019608	43.1372549	31.37254902
AT2G41700	31.67701863	30.43478261	37.88819876
AT2G41705	37.2	31	31.8
AT2G41710	30.24390244	33.65853659	36.09756098
AT2G41720	37.5	31.25	31.25
AT2G41830	31.7535545	51.65876777	16.58767773
AT2G41840	43.71303677	28.64489586	27.64206737
AT2G41870	14.28571429	21.71428571	64
AT2G41880	28.81355932	29.83050847	41.3559322
AT2G41890	38.53904282	28.2115869	33.24937028
AT2G41900	38.10367745	29.41958352	32.47673903
AT2G41940	38.21218075	34.38113949	27.40667976
AT2G41945	43.08093995	20.36553525	36.5535248
AT2G41950	41.40969163	24.22907489	34.36123348
AT2G41960	36.98113208	19.62264151	43.39622642
AT2G41980	26.2745098	29.01960784	44.70588235
AT2G42010	28.45849802	43.47826087	28.06324111
AT2G42030	26.03305785	29.1322314	44.83471074
AT2G42040	44.65116279	20	35.34883721
AT2G42070	40	26.82352941	33.17647059
AT2G42080	63.50364964	22.62773723	13.86861314
AT2G42120	38.54166667	34.375	27.08333333
AT2G42130	47.20812183	39.08629442	13.70558376
AT2G42160	34.39153439	48.14814815	17.46031746
AT2G42190	12.09281571	26.72913878	61.17804552
AT2G42200	32.87671233	32.42009132	34.70319635
AT2G42210	27.7972028	39.33566434	32.86713287
AT2G42220	25.45193098	49.05505341	25.49301561
AT2G42230	30.04291845	21.03004292	48.92703863
AT2G42240	31.77966102	24.57627119	43.6440678
AT2G42270	26.55172414	36.55172414	36.89655172
AT2G42280	50.19083969	18.51145038	31.29770992
AT2G42300	41.37931034	33.10344828	25.51724138
AT2G42310	22.63513514	36.37387387	40.99099099
AT2G42320	43.47826087	34.7826087	21.73913043
AT2G42380	34.81195757	43.00867888	22.17936355
AT2G42390	41.68067227	26.38655462	31.93277311
AT2G42400	38.90784983	16.04095563	45.05119454
AT2G42450	15.18987342	44.30379747	40.50632911
AT2G42490	36.05236657	23.61530715	40.33232628
AT2G42500	46.92307692	21.02564103	32.05128205
AT2G42520	24.73958333	50.78125	24.47916667
AT2G42540	76.32850242	5.410628019	18.26086957
AT2G42570	33.75796178	31.21019108	35.03184713
AT2G42580	33.9055794	20.17167382	45.92274678
AT2G42590	24.16502947	54.19590233	21.6390682
AT2G42600	22.19031993	30.06562756	47.7440525
AT2G42620	30.54932735	47.92600897	21.52466368
AT2G42670	39.39393939	27.27272727	33.33333333
AT2G42680	29.84441301	31.5417256	38.61386139
AT2G42700	20.4379562	55.47445255	24.08759124
AT2G42710	41.66666667	26.19047619	32.14285714
AT2G42750	38.44086022	34.76702509	26.7921147
AT2G42760	33.33333333	40.07633588	26.59033079
AT2G42770	16.94915254	44.06779661	38.98305085
AT2G42780	34.32494279	27.68878719	37.98627002
AT2G42790	21.55287818	44.84605087	33.60107095
AT2G42810	34.61538462	34.18803419	31.1965812
AT2G42820	21.50537634	35.48387097	43.01075269
AT2G42840	31.68316832	37.62376238	30.69306931
AT2G42880	31.34920635	19.64285714	49.00793651
AT2G42890	22.28360958	25.41436464	52.30202578
AT2G42900	79.74683544	4.430379747	15.82278481
AT2G42910	36.07142857	22.5	41.42857143
AT2G42950	20.90909091	25.45454545	53.63636364
AT2G42975	45.68393094	26.95883134	27.35723772
AT2G43010	42.79661017	25.42372881	31.77966102
AT2G43020	30.90778098	32.13256484	36.95965418
AT2G43030	32.90277125	34.12400188	32.97322687
AT2G43050	58.71491876	6.536189069	34.74889217
AT2G43060	27.80269058	23.31838565	48.87892377
AT2G43070	32.85714286	32.38095238	34.76190476
AT2G43080	15.50387597	24.80620155	59.68992248
AT2G43090	40.66918002	27.94533459	31.38548539
AT2G43100	54.69026549	19.82300885	25.48672566
AT2G43110	23.07692308	61.53846154	15.38461538
AT2G43120	29.17933131	33.73860182	37.08206687
AT2G43160	21.21573302	48.09296782	30.69129917
AT2G43190	54.45544554	17.82178218	27.72277228
AT2G43210	45.63758389	27.51677852	26.84563758
AT2G43235	28.01302932	35.83061889	36.15635179
AT2G43240	7.398568019	86.81384248	5.787589499
AT2G43250	51	24	25
AT2G43280	40.80779944	34.26183844	24.93036212
AT2G43290	32.42202541	30.57373893	37.00423566
AT2G43320	41.69611307	32.15547703	26.14840989
AT2G43330	23.06425041	43.65733114	33.27841845
AT2G43340	21.21973504	28.57469164	50.20557332
AT2G43350	11.42857143	45.71428571	42.85714286
AT2G43360	33.00970874	23.54368932	43.44660194
AT2G43400	41.94935499	42.90492117	15.14572384
AT2G43410	18.81918819	48.70848708	32.47232472
AT2G43420	23.1884058	44.20289855	32.60869565
AT2G43430	28.40300107	35.69131833	35.9056806
AT2G43460	37.42714405	25.81182348	36.76103247
AT2G43465	13.51351351	56.75675676	29.72972973
AT2G43490	28.28282828	48.48484848	23.23232323
AT2G43500	17.67241379	39.65517241	42.67241379
AT2G43560	44.01639344	15.16393443	40.81967213
AT2G43590	20.03835091	72.99456695	6.967082135
AT2G43620	58.55263158	11.51315789	29.93421053
AT2G43630	28.11158798	38.73390558	33.15450644
AT2G43640	56.14035088	24.56140351	19.29824561
AT2G43650	38.75	26.66666667	34.58333333
AT2G43680	47.64826176	30.40218132	21.94955692
AT2G43710	28.4478616	35.41566555	36.13647285
AT2G43750	44.98977505	37.42331288	17.58691207
AT2G43760	45.27896996	10.72961373	43.99141631
AT2G43770	31.32694938	11.08071135	57.59233926
AT2G43780	19.65811966	30.1994302	50.14245014
AT2G43790	18.75693674	45.39400666	35.8490566
AT2G43800	24.41860465	41.86046512	33.72093023
AT2G43810	31	40.33333333	28.66666667
AT2G43850	31.20728929	35.53530752	33.25740319
AT2G43900	52.72727273	25.45454545	21.81818182
AT2G43910	3.868360277	95.15011547	0.981524249
AT2G43940	35.57692308	35.25641026	29.16666667
AT2G43945	20	51.90697674	28.09302326
AT2G43950	39.6713615	33.33333333	26.99530516
AT2G43970	27.19685812	51.89003436	20.91310751
AT2G43980	28.31541219	61.29032258	10.39426523
AT2G44050	19.04761905	31.97278912	48.97959184
AT2G44065	44.17808219	33.90410959	21.91780822
AT2G44080	44.230458	41.560123	14.209419
AT2G44090	37.6984127	36.11111111	26.19047619
AT2G44100	35.67021873	34.04374649	30.28603477
AT2G44120	20.94522019	44.25349087	34.80128894
AT2G44130	18.76832845	24.85337243	56.37829912
AT2G44140	36.13193403	30.58470765	33.28335832
AT2G44150	19.91701245	58.09128631	21.99170124
AT2G44160	21.17647059	57.35294118	21.47058824
AT2G44200	22.35294118	36.47058824	41.17647059
AT2G44210	9.333333333	74.66666667	16
AT2G44270	27.43055556	46.52777778	26.04166667
AT2G44280	19.15269197	34.86319506	45.98411297
AT2G44290	20.65217391	63.04347826	16.30434783
AT2G44310	47.03847817	30.30696066	22.65456118
AT2G44350	33.02961276	35.30751708	31.66287016
AT2G44360	29.07039226	36.646964	34.28264374
AT2G44370	36.49742458	37.15967623	26.34289919
AT2G44410	38.78504673	41.58878505	19.62616822
AT2G44420	44.66019417	26.21359223	29.12621359
AT2G44430	13.62637363	32.96703297	53.40659341
AT2G44500	34.5505618	39.3258427	26.12359551
AT2G44510	21.14285714	37.14285714	41.71428571
AT2G44520	42.85714286	27.14285714	30
AT2G44530	43.42857143	26.85714286	29.71428571
AT2G44600	36.70103093	29.69072165	33.60824742
AT2G44610	24.6728972	33.8317757	41.4953271
AT2G44620	31.51595745	28.9893617	39.49468085
AT2G44640	23.97660819	41.52046784	34.50292398
AT2G44650	30.42553191	35.53191489	34.04255319
AT2G44660	50.28571429	22.85714286	26.85714286
AT2G44670	34.25605536	28.84720452	36.89674012
AT2G44680	37.31343284	36.9016984	25.78486876
AT2G44690	50	30.88235294	19.11764706
AT2G44710	33.73493976	21.20481928	45.06024096
AT2G44730	40.70945946	30.57432432	28.71621622
AT2G44740	35.05154639	31.95876289	32.98969072
AT2G44760	34.5971564	25.59241706	39.81042654
AT2G44770	20.57654076	49.90059642	29.52286282
AT2G44790	14.01869159	22.42990654	63.55140187
AT2G44820	31.49606299	47.24409449	21.25984252
AT2G44830	20	31.81818182	48.18181818
AT2G44840	52.47524752	21.78217822	25.74257426
AT2G44860	37.19912473	37.19912473	25.60175055
AT2G44900	37.95180723	35.54216867	26.5060241
AT2G44920	32.96178344	57.96178344	9.076433121
AT2G44940	33.08746048	26.02739726	40.88514226
AT2G44950	44.30769231	31.69230769	24
AT2G44970	33.02919708	26.09489051	40.87591241
AT2G44980	31.16883117	35.71428571	33.11688312
AT2G45000	25.86872587	45.94594595	28.18532819
AT2G45010	36.44067797	19.91525424	43.6440678
AT2G45030	43.64640884	26.24309392	30.11049724
AT2G45040	32.3943662	26.76056338	40.84507042
AT2G45070	65.31390135	20.44843049	14.23766816
AT2G45140	35.89494163	21.40077821	42.70428016
AT2G45160	32.88043478	25.18115942	41.9384058
AT2G45170	28.16373595	44.19140963	27.64485442
AT2G45180	28.27135678	63.10552764	8.623115578
AT2G45200	42.82051282	30.25641026	26.92307692
AT2G45210	21.25	36.14583333	42.60416667
AT2G45220	43.20987654	32.09876543	24.69135802
AT2G45240	26.98412698	40.31746032	32.6984127
AT2G45260	39.65360073	41.47675479	18.86964448
AT2G45270	7.692307692	61.53846154	30.76923077
AT2G45300	45.01061571	33.75796178	21.23142251
AT2G45330	24.27983539	28.39506173	47.32510288
AT2G45340	74.18111753	9.633911368	16.1849711
AT2G45350	26.08695652	23.91304348	50
AT2G45380	20.56737589	19.14893617	60.28368794
AT2G45400	21.86588921	38.48396501	39.65014577
AT2G45430	17.46031746	26.98412698	55.55555556
AT2G45440	41.60583942	27.73722628	30.65693431
AT2G45450	23.43149808	46.86299616	29.70550576
AT2G45460	29.50819672	50.81967213	19.67213115
AT2G45470	35.02271097	26.48816639	38.48912264
AT2G45480	31.25	37.5	31.25
AT2G45500	36.99186992	34.14634146	28.86178862
AT2G45510	62.25680934	13.22957198	24.51361868
AT2G45520	44.56140351	27.01754386	28.42105263
AT2G45530	26.08695652	44.56521739	29.34782609
AT2G45540	29.13385827	29.13385827	41.73228346
AT2G45640	19.07356948	40.73569482	40.19073569
AT2G45670	28.75157629	36.8221942	34.42622951
AT2G45690	21.51394422	37.4501992	41.03585657
AT2G45770	28.43450479	47.12460064	24.44089457
AT2G45790	29.80769231	31.25	38.94230769
AT2G45810	41.56976744	32.70348837	25.72674419
AT2G45820	30.97654883	38.67693385	30.34651733
AT2G45830	26.65782493	50.39787798	22.94429708
AT2G45850	34.75177305	32.03309693	33.21513002
AT2G45870	32.35294118	36.76470588	30.88235294
AT2G45880	30.35714286	32.5	37.14285714
AT2G45910	28.40375587	38.2629108	33.33333333
AT2G45920	52.74261603	20.67510549	26.58227848
AT2G45950	23.68421053	44.23558897	32.0802005
AT2G45960	30.83608031	40.20214128	28.96177841
AT2G45970	35.21031208	39.95929444	24.83039349
AT2G45980	16.42710472	59.75359343	23.81930185
AT2G45990	21.57057654	48.21073559	30.21868787
AT2G46020	30.78358209	41.23134328	27.98507463
AT2G46030	35.05674653	18.28499369	46.65825977
AT2G46040	48.7804878	18.29268293	32.92682927
AT2G46060	41.14583333	33.85416667	25
AT2G46070	45.35104364	16.31878558	38.33017078
AT2G46080	34.670355	35.77685569	29.5527893
AT2G46100	34.04522613	45.22613065	20.72864322
AT2G46140	46.18473896	33.53413655	20.2811245
AT2G46160	37.31707317	20.97560976	41.70731707
AT2G46170	30	34.61538462	35.38461538
AT2G46180	26.19047619	27.97619048	45.83333333
AT2G46200	46.12068966	34.9137931	18.96551724
AT2G46220	17.19128329	39.75786925	43.05084746
AT2G46225	16.45021645	30.73593074	52.81385281
AT2G46230	21.56862745	33.82352941	44.60784314
AT2G46240	25.64102564	33.65384615	40.70512821
AT2G46250	12.06896552	33.33333333	54.59770115
AT2G46260	32.06751055	36.14627286	31.7862166
AT2G46270	27.0654427	43.32247557	29.61208173
AT2G46290	19.19191919	44.44444444	36.36363636
AT2G46310	42.26415094	46.03773585	11.69811321
AT2G46320	36.84210526	52.63157895	10.52631579
AT2G46330	54.15762834	17.6428055	28.19956616
AT2G46340	26.96543866	46.56285606	26.47170528
AT2G46370	28.39036755	45.75411914	25.85551331
AT2G46390	28.54230377	37.5127421	33.94495413
AT2G46400	31.74603175	40.21164021	28.04232804
AT2G46420	45.24421594	37.78920308	16.96658098
AT2G46430	32.11009174	53.21100917	14.67889908
AT2G46470	25.73529412	16.17647059	58.08823529
AT2G46490	15.86151369	53.38164251	30.7568438
AT2G46505	34.59944751	36.53314917	28.86740331
AT2G46510	25.12998267	36.56845754	38.30155979
AT2G46520	28.45953003	40.20887728	31.33159269
AT2G46530	42.45283019	20.75471698	36.79245283
AT2G46540	37.20073665	34.06998158	28.72928177
AT2G46550	37.86453434	30.43273754	31.70272813
AT2G46560	32.34042553	31.06382979	36.59574468
AT2G46580	17.9389313	35.8778626	46.18320611
AT2G46590	31.42523364	35.39719626	33.17757009
AT2G46600	35.70861453	24.80150854	39.48987694
AT2G46620	37.11790393	19.2139738	43.66812227
AT2G46630	32.75	17.5	49.75
AT2G46640	31.48148148	20.37037037	48.14814815
AT2G46660	13.13432836	45.97014925	40.89552239
AT2G46680	21.76320273	14.60817717	63.6286201
AT2G46690	33.4880363	25.72194719	40.7900165
AT2G46710	26.62721893	40.63116371	32.74161736
AT2G46735	38.70172555	38.45521775	22.8430567
AT2G46790	22.66735591	29.82682864	47.50581546
AT2G46800	32.18015666	29.6997389	38.12010444
AT2G46830	46.45522388	29.2656038	24.27917232
AT2G46870	38.46982759	37.93103448	23.59913793
AT2G46900	19.49317739	26.51072125	53.99610136
AT2G46910	44.27083333	27.99479167	27.734375
AT2G46915	19.80582524	36.31067961	43.88349515
AT2G46920	33.89830508	38.70056497	27.40112994
AT2G46940	24.50980392	50	25.49019608
AT2G47000	38.4279476	28.8209607	32.7510917
AT2G47020	14.63414634	27.43902439	57.92682927
AT2G47060	25.88235294	14.50980392	59.60784314
AT2G47070	19.63241437	54.30242272	26.06516291
AT2G47110	61.63923413	14.2761169	24.08464898
AT2G47160	25.27272727	20.36363636	54.36363636
AT2G47210	51.89873418	29.53586498	18.56540084
AT2G47240	36.91275168	45.63758389	17.44966443
AT2G47270	56.8040655	9.260304912	33.93562959
AT2G47310	20.28985507	31.15942029	48.55072464
AT2G47320	25.47288777	49.68474149	24.84237074
AT2G47330	33.54564756	33.75796178	32.69639066
AT2G47350	49.0430622	23.92344498	27.03349282
AT2G47380	37.78461538	22.46153846	39.75384615
AT2G47400	23.06667825	44.82179565	32.1115261
AT2G47410	35	36.5	28.5
