hs1	1	2500000	305 
hs1	2500001	5000000	91 
hs1	5000001	7500000	123 
hs1	7500001	10000000	103 
hs1	10000001	12500000	166 
hs1	12500001	15000000	72 
hs1	15000001	17500000	145 
hs1	17500001	20000000	81 
hs1	20000001	22500000	115 
hs1	22500001	25000000	146 
hs1	25000001	27500000	234 
hs1	27500001	30000000	130 
hs1	30000001	32500000	140 
hs1	32500001	35000000	108 
hs1	35000001	37500000	102 
hs1	37500001	40000000	131 
hs1	40000001	42500000	136 
hs1	42500001	45000000	281 
hs1	45000001	47500000	210 
hs1	47500001	50000000	19 
hs1	50000001	52500000	93 
hs1	52500001	55000000	159 
hs1	55000001	57500000	24 
hs1	57500001	60000000	29 
hs1	60000001	62500000	51 
hs1	62500001	65000000	38 
hs1	65000001	67500000	75 
hs1	67500001	70000000	26 
hs1	70000001	72500000	39 
hs1	72500001	75000000	37 
hs1	75000001	77500000	31 
hs1	77500001	80000000	47 
hs1	80000001	82500000	14 
hs1	82500001	85000000	52 
hs1	85000001	87500000	58 
hs1	87500001	90000000	50 
hs1	90000001	92500000	56 
hs1	92500001	95000000	69 
hs1	95000001	97500000	12 
hs1	97500001	100000000	51 
hs1	100000001	102500000	48 
hs1	102500001	105000000	34 
hs1	105000001	107500000	8 
hs1	107500001	110000000	175 
hs1	110000001	112500000	113 
hs1	112500001	115000000	136 
hs1	115000001	117500000	52 
hs1	117500001	120000000	56 
hs1	120000001	122500000	25 
hs1	142500001	145000000	12 
hs1	145000001	147500000	90 
hs1	147500001	150000000	107 
hs1	150000001	152500000	303 
hs1	152500001	155000000	258 
hs1	155000001	157500000	369 
hs1	157500001	160000000	144 
hs1	160000001	162500000	284 
hs1	162500001	165000000	51 
hs1	165000001	167500000	63 
hs1	167500001	170000000	95 
hs1	170000001	172500000	55 
hs1	172500001	175000000	50 
hs1	175000001	177500000	28 
hs1	177500001	180000000	72 
hs1	180000001	182500000	58 
hs1	182500001	185000000	72 
hs1	185000001	187500000	31 
hs1	190000001	192500000	5 
hs1	192500001	195000000	37 
