ta1A	1	10000000	2345
ta1A	10000001	20000000	5167
ta1A	20000001	30000000	5530
ta1A	30000001	40000000	4214
ta1A	40000001	50000000	6540
ta1A	50000001	60000000	6086
ta1A	60000001	70000000	7694
ta1A	70000001	80000000	4328
ta1A	80000001	90000000	4483
ta1A	90000001	100000000	10241
ta1A	100000001	110000000	6914
ta1A	110000001	120000000	4714
ta1A	120000001	130000000	4545
ta1A	130000001	140000000	4782
ta1A	140000001	150000000	4273
ta1A	150000001	160000000	5543
ta1A	160000001	170000000	5483
ta1A	170000001	180000000	3047
ta1A	180000001	190000000	3764
ta1A	190000001	200000000	2089
ta1A	200000001	210000000	3033
ta1A	210000001	220000000	4139
ta1A	220000001	230000000	6855
ta1A	230000001	240000000	5648
ta1A	240000001	250000000	6434
ta1A	250000001	260000000	6880
ta1A	260000001	270000000	2811
ta1A	270000001	280000000	1206
ta1A	280000001	290000000	1929
ta1A	290000001	300000000	4294
ta1A	300000001	310000000	6003
ta1A	310000001	320000000	3998
ta1A	320000001	330000000	6195
ta1A	330000001	340000000	7762
ta1A	340000001	350000000	5771
ta1A	350000001	360000000	6053
ta1A	360000001	370000000	8685
ta1A	370000001	380000000	8093
ta1A	380000001	390000000	7110
ta1A	390000001	400000000	5906
ta1A	400000001	410000000	11080
ta1A	410000001	420000000	5067
ta1A	420000001	430000000	6757
ta1A	430000001	440000000	6545
ta1A	440000001	450000000	8418
ta1A	450000001	460000000	8783
ta1A	460000001	470000000	5608
ta1A	470000001	480000000	6093
ta1A	480000001	490000000	6083
ta1A	490000001	500000000	9288
ta1A	500000001	510000000	9423
ta1A	510000001	520000000	12737
ta1A	520000001	530000000	4222
ta1A	530000001	540000000	9887
ta1A	540000001	550000000	9185
ta1A	550000001	560000000	10200
ta1A	560000001	570000000	10183
ta1A	570000001	580000000	10724
ta1A	580000001	590000000	9383
ta1A	590000001	594102056	4127
ta1B	1	10000000	2990
ta1B	10000001	20000000	2406
ta1B	20000001	30000000	5201
ta1B	30000001	40000000	4276
ta1B	40000001	50000000	4075
ta1B	50000001	60000000	4363
ta1B	60000001	70000000	6771
ta1B	70000001	80000000	1428
ta1B	80000001	90000000	2881
ta1B	90000001	100000000	4229
ta1B	100000001	110000000	3982
ta1B	110000001	120000000	5437
ta1B	120000001	130000000	1566
ta1B	130000001	140000000	6514
ta1B	140000001	150000000	4007
ta1B	150000001	160000000	6408
ta1B	160000001	170000000	20938
ta1B	170000001	180000000	2838
ta1B	180000001	190000000	3958
ta1B	190000001	200000000	5804
ta1B	200000001	210000000	2069
ta1B	210000001	220000000	1305
ta1B	220000001	230000000	2217
ta1B	230000001	240000000	1362
ta1B	240000001	250000000	1175
ta1B	250000001	260000000	2020
ta1B	260000001	270000000	4371
ta1B	270000001	280000000	3852
ta1B	280000001	290000000	4674
ta1B	290000001	300000000	3038
ta1B	300000001	310000000	4716
ta1B	310000001	320000000	4059
ta1B	320000001	330000000	5459
ta1B	330000001	340000000	10881
ta1B	340000001	350000000	18863
ta1B	350000001	360000000	17322
ta1B	360000001	370000000	19376
ta1B	370000001	380000000	12111
ta1B	380000001	390000000	5952
ta1B	390000001	400000000	6287
ta1B	400000001	410000000	7638
ta1B	410000001	420000000	6094
ta1B	420000001	430000000	6410
ta1B	430000001	440000000	16524
ta1B	440000001	450000000	9811
ta1B	450000001	460000000	7834
ta1B	460000001	470000000	7142
ta1B	470000001	480000000	4320
ta1B	480000001	490000000	6955
ta1B	490000001	500000000	6236
ta1B	500000001	510000000	6368
ta1B	510000001	520000000	10768
ta1B	520000001	530000000	8757
ta1B	530000001	540000000	3945
ta1B	540000001	550000000	4495
ta1B	550000001	560000000	8126
ta1B	560000001	570000000	4360
ta1B	570000001	580000000	8716
ta1B	580000001	590000000	12136
ta1B	590000001	600000000	6474
ta1B	600000001	610000000	3193
ta1B	610000001	620000000	3785
ta1B	620000001	630000000	8494
ta1B	630000001	640000000	4398
ta1B	640000001	650000000	5355
ta1B	650000001	660000000	5601
ta1B	660000001	670000000	8964
ta1B	670000001	680000000	5271
ta1B	680000001	689851870	11992
ta1D	1	10000000	13957
ta1D	10000001	20000000	13706
ta1D	20000001	30000000	19919
ta1D	30000001	40000000	11728
ta1D	40000001	50000000	3872
ta1D	50000001	60000000	16725
ta1D	60000001	70000000	12650
ta1D	70000001	80000000	10634
ta1D	80000001	90000000	24324
ta1D	90000001	100000000	25252
ta1D	100000001	110000000	23797
ta1D	110000001	120000000	23724
ta1D	120000001	130000000	17891
ta1D	130000001	140000000	14648
ta1D	140000001	150000000	15910
ta1D	150000001	160000000	8445
ta1D	160000001	170000000	13480
ta1D	170000001	180000000	12264
ta1D	180000001	190000000	10747
ta1D	190000001	200000000	13533
ta1D	200000001	210000000	22594
ta1D	210000001	220000000	18775
ta1D	220000001	230000000	14807
ta1D	230000001	240000000	16171
ta1D	240000001	250000000	20691
ta1D	250000001	260000000	25339
ta1D	260000001	270000000	7196
ta1D	270000001	280000000	3208
ta1D	280000001	290000000	6667
ta1D	290000001	300000000	17073
ta1D	300000001	310000000	16455
ta1D	310000001	320000000	29834
ta1D	320000001	330000000	13625
ta1D	330000001	340000000	17817
ta1D	340000001	350000000	25386
ta1D	350000001	360000000	33519
ta1D	360000001	370000000	24107
ta1D	370000001	380000000	25225
ta1D	380000001	390000000	14430
ta1D	390000001	400000000	13981
ta1D	400000001	410000000	25491
ta1D	410000001	420000000	18218
ta1D	420000001	430000000	23512
ta1D	430000001	440000000	17095
ta1D	440000001	450000000	28188
ta1D	450000001	460000000	16819
ta1D	460000001	470000000	20253
ta1D	470000001	480000000	15529
ta1D	480000001	490000000	18063
ta1D	490000001	495453186	8876
ta2A	1	10000000	7516
ta2A	10000001	20000000	1710
ta2A	20000001	30000000	5879
ta2A	30000001	40000000	5302
ta2A	40000001	50000000	6450
ta2A	50000001	60000000	10511
ta2A	60000001	70000000	12028
ta2A	70000001	80000000	7604
ta2A	80000001	90000000	10220
ta2A	90000001	100000000	4720
ta2A	100000001	110000000	7266
ta2A	110000001	120000000	8328
ta2A	120000001	130000000	3529
ta2A	130000001	140000000	5485
ta2A	140000001	150000000	7236
ta2A	150000001	160000000	5560
ta2A	160000001	170000000	8694
